,BHK,Baths,Total_Area_SqFt,BuiltUp_Area_Sqm,Price_per_SqFt,Type_of_Land,Location,Price
863,0,0,1275,118,3882,Residential land / Plot,Srinivaspura,4950000
864,0,0,1200,111,7083,Residential land / Plot,Gattahalli,8500000
865,2,2,1273,118,6284,Apartment,Jayanagar,8000000
866,0,0,1020,95,8823,Residential property,KR Puram,9000000
867,3,3,1530,142,7516,Bedroom House,Sri Balaji Krupa Layout,11500000
868,0,0,4100,381,11000,Residential land / Plot,Prestige city,45000000
869,0,0,1200,111,15833,Residential land / Plot,Muthsandra,19000000
870,2,2,915,85,5464,Apartment,Kammanahalli,5000000
871,2,2,1531,142,7838,Bedroom House,Kithaganur,12000000
872,1,1,100000,9290,150,Bedroom Farm house,Nelamangala,15000000
873,0,0,1453,135,3785,Residential land / Plot,Jigani,5500000
874,2,2,1169,109,6421,Apartment,Hulimavu,6800000
875,3,3,600,56,21666,Bedroom House,katthirguppe bhuvneshwari Nagar,13000000
876,2,2,1155,107,5627,Apartment,Yelahanka,6500000
877,3,3,1675,156,7463,Apartment,Whitefield,12500000
878,3,3,1413,131,4975,Apartment,Sarjapur,7030000
879,0,0,1200,111,7600,Residential land / Plot,Kowdenahalli,9120000
880,4,4,3500,325,7143,Bedroom House,Gubbalala,25000000
881,2,2,1210,112,4628,Apartment,Electronic City Phase 2,5600000
882,3,3,2600,242,11538,Apartment,"BCC Layout,chandralayout",30000000
883,1,1,1350,125,12592,Apartment,5th Block Jayanagar,17000000
884,2,2,890,83,4213,Apartment,Jyothi Nagar,3750000
885,2,2,1140,106,3816,Apartment,Sarjapur Road,4350000
886,0,0,1500,139,3500,Residential land / Plot,varahasandra bus stand,5250000
887,0,0,1200,111,4000,Residential land / Plot,Choodasandra,4800000
888,3,3,1490,138,5503,Apartment,Begur,8200000
889,2,2,1000,93,4200,Apartment,Battarahalli,4200000
890,0,0,2500,232,8000,Residential land / Plot,Mysore Road,20000000
891,2,2,1210,112,4793,Apartment,Kengeri,5800000
892,2,2,1100,102,3636,Apartment,6th Phase JP Nagar,4000000
893,3,3,2500,232,10000,Apartment,JP Nagar,25000000
894,2,2,1198,111,8000,Apartment,KR Puram,9600000
895,0,0,1440,134,9500,Residential land / Plot,Telecom Layout,13700000
896,2,2,1105,103,5248,Apartment,Electronics City Phase 1,5800000
897,3,3,1075,100,3534,Apartment,Yelahanka,3800000
898,0,0,3875,360,2503,Residential land / Plot,Hosur Road,9700000
899,3,3,1350,125,3852,Apartment,Anjanapura,5200000
900,0,0,1812,168,13000,Residential land / Plot,Thubarahalli,23600000
901,2,2,1188,110,7154,Apartment,Bannerghatta Road,8500000
902,0,0,1200,111,2083,Residential land / Plot,Sarjapur,2500000
903,1,1,600,56,5833,Apartment,Pramod Layout,3500000
904,0,0,2400,223,2000,Residential land / Plot,Mayaganahalli,4800000
905,3,3,1200,111,5583,Apartment,Devanahalli,6700000
906,0,0,87120,8094,2,Residential land / Plot,Addevishvanathapura,24000000
907,3,3,1440,134,5902,Apartment,Horamavu,8500000
908,3,3,2700,251,12962,Apartment,Rachenahalli,35000000
909,3,3,1380,128,6429,Apartment,Gottigere,9000000
910,0,0,1500,139,2133,Residential land / Plot,Chandapura Circle to anekal Road,3200000
911,11,0,600,56,7500,Residential land / Plot,Anjanapura 11 th Block,4500000
912,0,0,1500,139,3000,Residential land / Plot,Jigani,4500000
913,0,0,2400,223,3800,Residential land / Plot,Doddagubbi,9120000
914,2,2,1278,119,6964,Apartment,Agrahara Badavane,8900000
915,0,0,740,69,4189,Residential land / Plot,Jalahalli,3100000
916,2,2,1200,111,5166,Apartment,KR Puram,6200000
917,2,2,1207,112,7042,Apartment,New Timberyard Layout,8500000
918,3,3,2000,186,6250,Apartment,Banashankari,12500000
919,0,0,1200,111,1699,Residential land / Plot,S Bingipura,2039000
920,0,0,2400,223,10000,Residential land / Plot,Banashankari,24000000
921,2,2,918,85,7407,Apartment,Begur,6800000
922,2,2,1250,116,6000,Bedroom House,Ramachandrapuram Rajajinagar,7500000
923,5,5,2400,223,25000,Bedroom House,Victoria Layout,60000000
924,3,3,1275,118,5569,Apartment,Electronic City,7100000
925,3,3,1343,125,8340,Apartment,Bellandur-Marathahalli,11200000
926,2,2,1100,102,5909,Apartment,BTM Layout,6500000
927,3,3,1830,170,7650,Apartment,Begur Road,14000000
928,1,1,4600,427,5000,Bedroom House,Thanisandra,23000000
929,1,1,1200,111,5000,Bedroom House,Hancharahalli Village,6000000
930,1,1,9600,892,3333,Bedroom House,Vidyaranyapura,32000000
931,2,2,1150,107,4348,Apartment,Sarjapur,5000000
932,3,3,2800,260,10714,Bedroom House,Yelahanka,30000000
933,3,3,2493,232,8423,Bedroom House,Sarjapur,21000000
934,5,5,1250,116,10800,Bedroom House,Seegehalli,13500000
935,2,2,950,88,5578,Apartment,Dodda Bomma Sandra,5299000
936,2,2,1200,111,8250,Bedroom House,Banashankari Stage 6,9900000
937,3,3,1075,100,3256,Apartment,Yelahanka,3500000
938,0,0,2400,223,2200,Residential land / Plot,IVC Road Devanahalli,5280000
939,2,2,1100,102,4545,Apartment,Garvebhavi Palya,5000000
940,2,2,1345,125,6691,Apartment,Seegehalli,9000000
941,2,2,1245,116,7630,Apartment,Whitefield,9500000
942,3,3,1606,149,7907,Apartment,Rayasandra,12700000
943,2,2,750,70,2933,Apartment,Chandapura,2200000
944,0,0,1200,111,1000,Residential land / Plot,Anekal,1200000
945,2,2,1100,102,31,Apartment,Kudlu Gate,35000
946,0,0,1200,111,3000,Residential land / Plot,Thathaguni,3600000
947,3,3,1371,127,7002,Apartment,Yelahanka,9600000
948,0,0,2400,223,4000,Residential land / Plot,Mysore Road,9600000
949,0,0,1500,139,2500,Residential land / Plot,Nelamangala,3750000
950,6,6,1200,111,31250,Bedroom House,Yelahanka,37500000
951,3,3,590,55,20847,Apartment,BTM 2nd Stage,12300000
952,0,0,2100,195,8000,Residential land / Plot,Nagasandra,16800000
953,2,2,1064,99,3383,Apartment,Chandapura,3600000
954,0,0,800,74,8750,Residential land / Plot,Mangammanapalya,7000000
955,2,2,900,84,7555,Apartment,Vijayashree Layout,6800000
956,2,2,1100,102,4545,Apartment,Padmanabhanagar,5000000
957,3,3,1360,126,4411,Apartment,CV Raman Nagar,6000000
958,3,3,2515,234,11332,Bedroom House,Brookefield,28500000
959,2,2,1090,101,7339,Apartment,Kanakapura Road,8000000
960,2,2,1040,97,3653,Apartment,"Yelahanka,isro layout",3800000
961,0,0,1200,111,2083,Residential land / Plot,Jigani,2500000
962,0,0,1200,111,2083,Residential land / Plot,Tavarekere,2500000
963,0,0,1200,111,3083,Residential land / Plot,Cheemasandra,3700000
964,0,0,600,56,5000,Residential property,Kengeri,3000000
965,2,2,1070,99,5607,Apartment,Electronics City Phase 1,6000000
966,0,0,2250,209,4000,Residential land / Plot,New International Airport,9000000
967,2,2,1152,107,5642,Apartment,Venkatadri Layout,6500000
968,0,0,1650,153,3800,Residential land / Plot,Chandapura,6270000
969,2,2,1140,106,3947,Apartment,Kalena Agrahara,4500000
970,2,2,1292,120,5417,Apartment,Akshaya Nagar,7000000
971,2,2,800,74,7000,Apartment,Whitefield,5600000
972,5,5,375,35,17333,Bedroom House,Mahalakshmi Layout,6500000
973,0,0,1350,125,6518,Residential land / Plot,Ramchandrapuram,8800000
974,2,2,1250,116,6000,Apartment,5th Phase JP Nagar,7500000
975,2,2,1012,94,3952,Apartment,Arkavathy Layout,4000000
976,2,2,1135,105,3612,Apartment,Arkavathy Layout,4100000
977,0,0,1200,111,3333,Residential land / Plot,Tippenahalli,4000000
978,2,2,1260,117,2777,Apartment,Horamavu Agara,3500000
979,2,2,1120,104,3571,Apartment,Horamavu Agara,4000000
980,2,2,1310,122,3282,Apartment,Horamavu Agara,4300000
981,2,2,1075,100,3441,Apartment,Horamavu Agara,3700000
982,2,2,1165,108,3433,Apartment,Horamavu,4000000
983,2,2,1205,112,3236,Apartment,Horamavu,3900000
984,2,2,1200,111,133,Bedroom House,Raghavendra Nagar,16000000
985,2,2,1355,126,6642,Apartment,Prashanth Nagar,9000000
986,3,3,1667,155,8998,Apartment,Nagarbhavi,15000000
987,6,0,24000,2230,1000,Residential land / Plot,Banashankari Stage 6,24000000
988,0,0,1206,112,1990,Residential land / Plot,Suragajakkanahalli,2400000
989,3,3,1350,125,6667,Apartment,Kundalahalli,9000000
990,0,0,1200,111,4166,Residential land / Plot,Electronic City,5000000
991,0,0,1500,139,13000,Residential land / Plot,Nagavara,19500000
993,0,0,1500,139,2000,Residential land / Plot,Gauribidanur,3000000
994,2,2,1012,94,7411,Apartment,Naidu Layout,7500000
995,4,4,1600,149,93750,Bedroom House,Abbaiah Reddy Layout,1500000
996,10,10,1200,111,12083,Bedroom House,"Amba Bhavani Layout, Vidyaranyapura",14500000
997,0,0,1740,162,7471,Residential land / Plot,Kada Agrahara,13000000
998,2,2,1500,139,6333,Apartment,Siddanna Layout,9500000
999,3,3,1805,168,6925,Apartment,Mahadevpura,12500000
1000,3,3,1142,106,4816,Apartment,Sarjapur Road,5500000
1001,2,2,1150,107,3652,Apartment,Coffee Board Layout,4200000
1002,2,2,1100,102,5727,Apartment,Bhoganhalli,6300000
1003,2,2,1200,111,5833,Apartment,Arkavathy Layout,7000000
1004,0,0,1200,111,3166,Residential land / Plot,Andrahalli,3800000
1005,2,2,650,60,10000,Apartment,"Byatarayanapura, Bangalore South",6500000
1006,0,0,1500,139,2200,Residential land / Plot,Bagalur,3300000
1007,2,2,800,74,4875,Apartment,Vidyaranyapura,3900000
1008,2,2,1025,95,4975,Apartment,Chambenahalli,5100000
1009,0,0,1200,111,8000,Residential land / Plot,Kothanur,9600000
1010,0,11,2400,223,23750,Bedroom House,AGS Layout,57000000
1011,3,3,1400,130,7857,Apartment,Dodda Banaswadi,11000000
1012,5,5,1450,135,7587,Bedroom House,Immadihalli,11000000
1013,16,16,1200,111,20416,Bedroom House,BTM Layout,24500000
1014,3,3,1150,107,13043,Apartment,Malleshwaram,15000000
1015,0,0,1530,142,5457,Residential land / Plot,Devanahalli,8350000
1016,6,6,3300,307,4848,Bedroom House,Chunchgatta,16000000
1017,0,0,1532,142,5182,Residential land / Plot,Devanahalli,7940000
1018,2,2,1240,115,3951,Apartment,RT Nagar,4900000
1019,2,2,1200,111,6500,Apartment,Jalahalli,7800000
1020,3,3,1075,100,3907,Apartment,Yelahanka,4000000
1021,3,3,1242,115,5636,Apartment,Tata Nagar,7000000
1022,2,2,1537,143,5855,Apartment,Judicial Layout,9000000
1023,7,7,6000,557,4166,Bedroom House,Kasturi Nagar,25000000
1024,5,5,5800,539,7413,Bedroom House,RR Nagar,43000000
1025,3,3,1541,143,6489,Apartment,Munnekollal,10000000
1026,0,0,1200,111,5750,Residential land / Plot,Hemmigepura,6900000
1027,1,1,600,56,9916,Bedroom House,Battarahalli,5950000
1028,1,1,800,74,7125,Apartment,Electronic City Phase II,5700000
1029,1,1,3500,325,7142,Apartment,Gollarapalya,25000000
1030,1,1,1200,111,11666,Bedroom House,Mathikere,14000000
1031,1,1,2100,195,11904,Bedroom House,Chikkalasandra,25000000
1032,0,0,4800,446,4167,Residential land / Plot,Channasandra,20000000
1033,3,3,680,63,11765,Apartment,Seegehalli,8000000
1034,3,3,1550,144,7097,Apartment,Basaveshwara Nagar,11000000
1035,0,0,1200,111,5250,Residential land / Plot,Ayappa nagar -KR Puram,6300000
1036,2,2,1370,127,6569,Apartment,Kaikondrahalli,9000000
1037,0,0,25,2,127200,Residential land / Plot,Kengeri,3180000
1038,2,2,1350,125,14814,Apartment,Ilyas Nagar,20000000
1039,0,0,1200,111,6300,Residential land / Plot,bandemat,7559999
1040,3,3,1450,135,27,Apartment,CV Raman Nagar,40000
1041,16,16,1200,111,20416,Bedroom House,BTM 1st Stage,24500000
1042,2,2,850,79,2823,Apartment,Electronics City Phase 1,2400000
1043,6,6,1200,111,8333,Apartment,Soladevanahalli,10000000
1044,2,2,1056,98,3314,Apartment,KR Puram,3500000
1045,0,0,1200,111,1800,Residential land / Plot,Mysore Road,2160000
1046,3,3,2637,245,15168,Apartment,Ulsoor,40000000
1047,2,2,900,84,500,Apartment,Varthur,45000000
1048,0,0,120000,11148,53,Residential land / Plot,Kengeri,6360000
1049,5,5,600,56,10333,Bedroom House,Doddabidrakallu,6200000
1051,0,0,800,74,1590,Residential land / Plot,sulivara village,1272000
1052,0,0,2244,208,2500,Residential land / Plot,Kuduregere,5600000
1053,0,0,1200,111,7950,Residential land / Plot,Sarjapur Road,9540000
1054,0,0,1200,111,8500,Residential land / Plot,THINDLU,10200000
1055,0,0,1200,111,3666,Residential land / Plot,Budigere Cross,4400000
1056,6,0,1200,111,12000,Residential land / Plot,Banashankari Stage 6,14000000
1057,0,0,1110,103,5855,Residential land / Plot,K Channasandra,6500000
1058,0,0,800,74,1590,Residential land / Plot,sulivara,1272000
1059,2,2,1190,111,5798,Apartment,Doddakannelli,6900000
1060,2,2,1376,128,5813,Apartment,Kadugodi,8000000
1061,3,3,1699,158,10888,Apartment,Yeshwanthpur,18500000
1062,2,2,988,92,5800,Apartment,New Gurappana Palya,5700000
1063,3,3,720,67,13888,Bedroom House,Muthyala Nagar,10000000
1064,0,0,1000,93,1590,Residential land / Plot,ramchanadra,1590000
1065,0,0,1200,111,1600,Residential land / Plot,ADDHE VISHWANATHPURA,1920000
1066,0,0,1200,111,5300,Residential land / Plot,Kodipalya,6360000
1067,0,0,1200,111,5300,Residential land / Plot,Kengeri Satellite Town,6360000
1068,0,0,1200,111,1699,Residential land / Plot,MARULUKUNTE BAGLUR TO BOODIGERE MAIN ROSD,2039999
1069,2,2,907,84,13230,Apartment,Kanakapura Road,12000000
1070,0,0,30000,2787,160,Residential land / Plot,Madavara,4800000
1071,2,2,865,80,4219,Apartment,BSM Extension,3650000
1072,0,0,1200,111,5166,Residential land / Plot,Kengeri,6200000
1073,0,0,1350,125,2881,Residential land / Plot,Arishinakunte,3890000
1074,8,8,1200,111,10000,Bedroom House,Chikkabanavar,12000000
1075,12,12,2000,186,25500,Bedroom House,Kengeri Satellite Town,51000000
1076,4,4,3000,279,14333,Bedroom House,Yelahanka,43000000
1077,4,4,758,70,9234,Bedroom House,Bagalur,7000000
1078,2,2,1110,103,4459,Apartment,Ayyappa Nagar,4950000
1079,0,0,600,56,5350,Residential land / Plot,Kempegowda Layout,3150000
1080,0,0,2400,223,5000,Residential land / Plot,Begur Road,12000000
1081,3,3,2000,186,11500,Bedroom House,Whitefield,23000000
1082,2,2,1176,109,8163,Apartment,Thanisandra,9600000
1083,0,0,1200,111,3000,Residential land / Plot,Bannerghatta to jigani road,3600000
1084,0,0,12003,1115,374,Residential land / Plot,Jigani,4500000
1085,0,0,2400,223,2000,Residential land / Plot,Dodda aladamara,4800000
1086,2,0,900,84,18888,Residential land / Plot,2nd Stage Nagarbhavi,17000000
1087,10,0,7340,682,17711,Residential land / Plot,no 10 am lane first cross kalasipalyam bangalore 2,1300000
1088,5,5,2400,223,15000,Bedroom House,Hosa Road,36000000
1089,3,3,1440,134,5208,Serviced Apartment,Thanisandra,7500000
1090,4,4,1200,111,20000,Bedroom House,Mathikere,24000000
1091,2,2,714,66,4201,Bedroom House,Srinivaspura Kogilu layout,3000000
1092,0,0,1159,108,1450,Residential land / Plot,Kittanahalli,1680999
1093,3,3,1425,132,3859,Apartment,Kereguddadahalli,5500000
1094,3,3,1320,123,4545,Apartment,Panduranga Nagar,5100000
1095,2,2,1150,107,6956,Apartment,BTM Layout,8000000
1096,2,2,816,76,3676,Apartment,Chandapura,3000000
1097,2,2,1532,142,3590,Apartment,Mahadevpura,5500000
1098,3,3,1800,167,12500,Apartment,Banashankari Stage 6,22500000
1099,4,4,2800,260,12500,Bedroom House,Chandra Layout,35000000
1100,2,2,1145,106,6637,Apartment,Nagondanahalli,7600000
1101,2,2,1000,93,4000,Apartment,Kereguddadahalli,4000000
1102,2,2,1090,101,5963,Apartment,JCR Layout,6500000
1103,2,2,1216,113,5756,Apartment,Arekere,7000000
1104,4,4,1750,163,8000,Bedroom House,Sarjapur Road,14000000
1105,2,2,2900,269,8965,Bedroom House,Nelamangala,26000000
1106,0,0,600,56,7000,Residential land / Plot,Garebhavipalya,4200000
1107,0,0,1560,145,6000,Residential land / Plot,Hosa Road,9360000
1108,2,2,1150,107,4173,Apartment,KR Puram,4800000
1109,0,0,1200,111,3333,Residential land / Plot,Kithaganur,4000000
1110,0,0,1500,139,6333,Residential land / Plot,P&T Layout,9500000
1111,3,3,1573,146,6357,Apartment,Sarjapur Road,10000000
1112,3,3,2000,186,6500,Apartment,3rd Block HBR Layout,13000000
1113,0,0,1200,111,1583,Residential land / Plot,Electronic City,1900000
1114,2,2,800,74,5625,Apartment,Whitefield,4500000
1115,0,0,2400,223,3000,Residential land / Plot,Hosur Road,7200000
1116,0,0,2920,271,3082,Residential land / Plot,Srinivasa Layout,9000000
1117,1,1,465,43,2903,Apartment,Byagadadhenahalli,1350000
1118,2,2,1000,93,3300,Apartment,Bommasandra,3300000
1119,5,5,2400,223,12500,Bedroom House,RT Nagar,30000000
1120,2,2,1350,125,6740,Apartment,Muthurayya Swamy Layout,9100000
1121,3,3,1400,130,6428,Apartment,HBR Layout,9000000
1122,3,3,1495,139,8026,Apartment,Hoodi,12000000
1123,0,0,1567,146,4786,Residential land / Plot,H.Gollahalli,7500000
1124,2,2,1041,97,6724,Apartment,Ramchandrapuram,7000000
1125,2,2,1200,111,12500,Bedroom House,Konena Agrahara,15000000
1126,3,3,1320,123,4924,Apartment,Uttarahalli,6500000
1127,0,0,1200,111,6500,Residential land / Plot,Banashankari,7800000
1128,2,2,1191,111,5038,Apartment,Bannerghatta,6000000
1129,10,10,4800,446,5208,Bedroom House,SMV Layout Block 4,25000000
1130,3,3,1495,139,4548,Apartment,Yelahanka New Town,6800000
1131,5,5,720,67,15000,Bedroom House,Nagarbhavi Stage 2 Block 9,10800000
1132,2,2,1200,111,8750,Apartment,Bhuvanagiri,10500000
1133,4,4,3400,316,4706,Bedroom House,Chandapura,16000000
1134,2,2,780,72,5256,Apartment,RMV Extension,4100000
1135,1,1,2700,251,3888,Bedroom House,Vidyamanya Nagar,10500000
1136,2,2,1207,112,6793,Apartment,New Timber Yard Layout,8200000
1137,1,1,1800,167,3888,Bedroom House,Cottonpet,7000000
1138,0,0,1100,102,650,Residential land / Plot,Chikkabalapur,71500000
1139,7,7,5000,465,8000,Bedroom House,Hulimavu,40000000
1140,1,1,3000,279,5000,Bedroom House,Anjanapura Township,15000000
1141,3,3,1125,105,8444,Apartment,Judicial Layout,9500000
1142,2,2,1036,96,5405,Apartment,Begur Koppa Road,5600000
1143,1,1,1200,111,3583,Bedroom House,Kyathsandra,4300000
1144,6,6,1500,139,11666,Bedroom House,Banashankari Stage 3,17500000
1145,5,5,2400,223,5417,Bedroom House,Abbaiah Reddy Layout,13000000
1146,2,2,1275,118,4078,Apartment,Vivartha Magan,5200000
1147,2,2,950,88,7895,Apartment,Mallathahalli,7500000
1148,1,1,596,55,2852,Apartment,Bagalur,1700000
1149,2,2,1346,125,3640,Apartment,Electronic City,4900000
1150,0,0,1200,111,999,Residential land / Plot,Devanahalli Int Airport,1199000
1151,2,2,1200,111,20833,Apartment,Sanjivni Nagar,25000000
1152,2,2,1155,107,5367,Apartment,Roopena Agrahara,6200000
1153,0,0,2400,223,2291,Residential land / Plot,Mysore road,5500000
1154,3,3,1693,157,9155,Apartment,Yeshwanthpur,15500000
1155,3,3,950,88,5789,Apartment,Yelahanka,5500000
1156,2,2,1150,107,6521,Apartment,Choodasandra,7500000
1157,0,0,1500,139,4000,Residential land / Plot,Tunganagara,6000000
1158,0,0,1200,111,2416,Residential land / Plot,Hosa Road,2900000
1159,0,0,1200,111,8000,Residential land / Plot,Vasanthapura,9600000
1160,2,2,1080,100,8333,Apartment,"Jayanagar, 9th block",9000000
1161,2,2,935,87,6096,Apartment,Kodigehalli,5700000
1162,3,3,900,84,4666,Apartment,Yelahanka,4200000
1163,2,2,980,91,5612,Apartment,Medahalli,5500000
1164,0,0,1200,111,7916,Residential land / Plot,Andrahalli,9500000
1165,3,3,1300,121,4769,Apartment,Uttarahalli,6200000
1166,3,3,1055,98,7582,Apartment,Budigere Cross,8000000
1167,2,2,1235,115,4939,Apartment,MS Pallya,6100000
1168,4,4,4000,372,5000,Bedroom House,Electronic City Phase 2,20000000
1169,2,2,1220,113,6393,Apartment,Panathur,7800000
1170,2,2,840,78,4650,Apartment,Varthur,3906000
1171,2,2,1050,98,3238,Apartment,Sompura,3400000
1172,2,2,1322,123,5446,Apartment,Akshayanagara East,7200000
1173,3,3,1713,159,6421,Apartment,Govindapura,11000000
1174,0,0,2120,197,1792,Residential land / Plot,Chikkabanavar,3800000
1175,5,5,1200,111,7750,Bedroom House,Choodasandra,9300000
1176,0,0,5300,492,1188,Residential land / Plot,Mysore Road,6300000
1177,2,2,900,84,8888,Apartment,Kanakapura Road,8000000
1178,0,0,600,56,1000,Residential land / Plot,Anekal,60000000
1179,3,3,1600,149,4687,Apartment,Daadys Gaarden Layout,7500000
1180,2,2,814,76,5528,Apartment,Tumkur Road,4500000
1181,4,4,3516,327,15216,Apartment,Rajajinagar,53500000
1182,0,0,1360,126,1323,Residential land / Plot,"Aralemakanahalli Village, HOSKOTE Taluk, Bangalore",1800000
1183,3,3,1200,111,5416,Apartment,Srinivasa Nagar,6500000
1184,2,2,957,89,5433,Apartment,Kadugodi,5200000
1185,3,3,1388,129,6123,Apartment,Sector 1 HSR Layout,8500000
1186,0,0,1200,111,6500,Residential land / Plot,K Channasandra Kalkere,7800000
1187,1,1,589,55,5857,Apartment,Kogilu,3450000
1188,0,0,2100,195,5000,Residential land / Plot,Devarachikkanahalli,10500000
1189,3,3,1585,147,6309,Apartment,Nallurhalli,10000000
1190,0,0,1800,167,12000,Residential land / Plot,Kaggadasapura,21600000
1191,2,2,1200,111,7333,Bedroom House,KR Puram,8800000
1192,3,3,1350,125,3333,Apartment,KR Puram,4500000
1193,0,0,34848,3237,642,Residential land / Plot,H Cross,22400000
1194,0,0,1200,111,2766,Residential land / Plot,Rajankunte,3320000
1195,2,2,700,65,5000,Apartment,Attibele,3500000
1196,0,0,5895,548,2800,Residential land / Plot,Tavarekere,16500000
1197,0,0,1200,111,2083,Residential land / Plot,gangasandra,2500000
1198,2,2,1197,111,15038,Bedroom House,"Krishnaraj Puram, Bangalore",18000000
1199,4,4,1600,149,15625,Bedroom House,Krishna Reddy Layout Electronic City phase 2,25000000
1200,0,0,1800,167,9166,Residential land / Plot,Vidyaranyapuram,16500000
1201,3,3,1150,107,5217,Apartment,Kanakapura Road,6000000
1202,2,2,1250,116,16000,Bedroom House,Palace Guttahalli,20000000
1203,2,2,1265,118,5928,Apartment,Banashankari,7500000
1204,0,0,5300,492,1132,Residential land / Plot,Devanahalli-Kolar Road,6000000
1205,4,4,3500,325,7143,Bedroom House,7th Phase JP Nagar,25000000
1206,3,3,2165,201,7500,Apartment,7th Phase JP Nagar,16200000
1207,0,0,475,44,7500,Residential land / Plot,Nagarabhavi,3563000
1208,3,3,1800,167,18000,Apartment,Abshot Layout,32500000
1209,2,2,1216,113,4934,Apartment,Gottigere,6000000
1210,0,0,3000,279,2000,Residential land / Plot,Devanahalli,6000000
1211,1,1,565,52,4778,Apartment,Varthur,2700000
1212,3,3,1704,158,7335,Apartment,Vijayanagar,12500000
1213,2,2,1150,107,4782,Apartment,Srirampura,5500000
1214,4,4,1200,111,12500,Bedroom House,Cholanayakanahalli,25000000
1215,2,2,1200,111,5417,Apartment,Mysore Road,6500000
1216,0,0,2400,223,1500,Residential land / Plot,North East Aero Vista,3600000
1217,0,0,2400,223,4000,Residential land / Plot,Devanahalli,9600000
1218,3,3,1846,172,7854,Apartment,8th Phase JP Nagar,14500000
1219,0,0,2400,223,5208,Residential land / Plot,Hebbal,12500000
1220,2,2,1209,112,4507,Apartment,Alfa Garden Layout,5450000
1221,3,3,1646,153,4434,Apartment,Horamavu Agara,7300000
1222,2,2,1090,101,6238,Apartment,Billekahalli,6800000
1223,3,3,1365,127,6227,Apartment,Billekahalli,8500000
1224,1,1,602,56,8305,Apartment,Yelahanka,5000000
1225,3,3,1792,166,6652,Apartment,Narayanapura,12500000
1226,2,2,1101,102,4541,Apartment,Horamavu,5000000
1227,0,0,2400,223,7000,Residential land / Plot,Hennur,16800000
1228,2,2,1200,111,7083,Bedroom House,Rachenahalli,8500000
1229,0,0,2084,194,5278,Residential land / Plot,Yelahanka,11000000
1230,0,0,1200,111,5500,Residential land / Plot,Shampura,6600000
1231,3,3,1460,136,5479,Apartment,Navarathna Agrahara,8000000
1232,0,0,4000,372,750,Residential land / Plot,Anekal,3000000
1233,2,2,750,70,7866,Apartment,Austin Town,5900000
1234,2,2,1100,102,5909,Apartment,Uttarahalli,6500000
1235,3,3,1610,150,7142,Apartment,Yelahanka,11500000
1236,3,3,600,56,28333,Bedroom House,Sector 7 HSR Layout,17000000
1237,4,4,800,74,5312,Bedroom House,Muddinapalya,17000000
1238,2,2,1600,149,6125,Apartment,Varthur,9800000
1239,1,1,449,42,5568,Apartment,Sarjapur,2500000
1240,2,2,1200,111,9583,Bedroom House,A Narayanapura,11500000
1241,0,0,1500,139,2633,Residential land / Plot,Jigani,3950000
1242,2,2,975,91,7590,Apartment,Haralur Main Road,7400000
1243,2,2,1119,104,6434,Apartment,Singasandra,7200000
1244,2,2,1058,98,2900,Apartment,Electronics City Phase 1,3068000
1245,2,2,1000,93,7200,Apartment,Shanti Nagar,7200000
1246,4,4,432,40,17361,Bedroom House,JC Nagar,7500000
1247,1,1,5060,470,5138,Bedroom House,Kaggadasapura,26000000
1248,1,1,1800,167,16666,Bedroom House,HSR Layout,30000000
1249,1,1,3000,279,3166,Bedroom House,Doddaballapura,9500000
1250,1,1,2200,204,5000,Bedroom House,Lingadheeranahalli,11000000
1251,1,1,3600,334,6944,Bedroom House,Attiguppe,25000000
1252,1,1,600,56,13333,Bedroom House,Bommenahalli,8000000
1253,1,1,1100,102,5909,Apartment,Battarahalli,6500000
1254,1,1,1315,122,5095,Apartment,Whitefield,6700000
1255,3,3,1500,139,5200,Apartment,Electronics City Phase 1,7800000
1256,1,1,2000,186,9000,Bedroom House,Bharat Nagar,18000000
1257,1,1,1500,139,9000,Bedroom House,Bommanahalli,13500000
1258,1,1,1400,130,8571,Bedroom House,Yeshwanthpur,12000000
1259,1,1,1250,116,5520,Bedroom House,Subramanyapura,6900000
1260,1,1,4950,460,5454,Bedroom House,Nagarbhavi,27000000
1261,1,1,2320,216,14094,Bedroom House,Basaveshwara Nagar,32700000
1262,1,1,645,60,17829,Bedroom House,BTM Layout,11500000
1263,3,3,1560,145,4423,Apartment,Vijaya Bank Colony -Bilekahalli,6900000
1264,2,2,945,88,4709,Apartment,RT Nagar,4450000
1265,2,2,1050,98,4571,Apartment,Kaggadasapura,4800000
1266,0,0,1200,111,1667,Residential land / Plot,Basavanahalli,2000000
1267,3,3,2170,202,9000,Apartment,Dollars Colony,19500000
1268,2,2,950,88,5263,Apartment,Bannerghatta Road,5000000
1269,3,3,950,88,4842,Apartment,Sree Narayana Nagar,4600000
1270,3,3,1200,111,6250,Apartment,Vijaya Bank Layout,7500000
1271,2,2,780,72,12820,Apartment,RT Nagar,10000000
1272,3,3,1400,130,5785,Apartment,Billekahalli,8100000
1273,3,3,715,66,4755,Apartment,Marsur,3400000
1274,2,2,2400,223,12500,Bedroom House,HMT Layout,30000000
1275,0,0,1494,139,3748,Residential land / Plot,Bidrahalli,5600000
1276,4,4,1320,123,11363,Bedroom House,Ramesh Nagar,15000000
1277,2,2,1050,98,7428,Apartment,Bannerghatta Road,7800000
