,BHK,Baths,Total_Area_SqFt,BuiltUp_Area_Sqm,Price_per_SqFt,Type_of_Land,Location,Price
0,2,2,959,89,4171,Apartment,Maruthi Nagar,4200000
1,11,11,1200,111,15000,Bedroom House,8th Phase JP Nagar,18000000
2,3,3,2189,203,10507,Apartment,CV Raman Nagar,23000000
3,2,2,1165,108,5579,Apartment,CV Raman Nagar,6500000
4,11,11,1973,183,8750,Bedroom House,Chikkalasandra,35000000
5,5,5,3500,325,21428,Bedroom House,Chandra Layout,75000000
6,3,3,2300,214,13043,Apartment,Spencer Road,30000000
7,2,2,1150,107,5391,Apartment,CV Raman Nagar,6200000
8,5,5,3500,325,3429,Bedroom House,Suragajakkanahalli,14000000
9,2,2,1065,99,6568,Apartment,6th Block Jayanagar,6995000
10,3,3,922,86,7049,Apartment,Sarjapur Road,6500000
11,3,3,2280,212,9868,Apartment,3rd Phase JP Nagar,22500000
12,2,2,1200,111,6583,Apartment,Sahakara Nagar,7900000
13,3,3,2050,190,7804,Apartment,Thanisandra,16000000
14,2,2,1200,111,6000,Bedroom House,Bannerghatta Road,7200000
15,12,12,1200,111,20916,Bedroom House,Subbannaiah Palya,25099999
16,2,2,1483,138,10114,Bedroom House,Sarjapur Road,15000000
17,4,4,2600,242,8653,Bedroom House,Horamavu,22500000
18,0,0,3675,341,7020,Residential land / Plot,Kengeri,25800000
19,6,6,2400,223,6562,Bedroom House,Mico Layout,42000000
20,9,9,4000,372,5500,Bedroom House,OMBR Layout,22000000
21,2,2,1165,108,6008,Apartment,Jalahalli East,7000000
22,0,0,1200,111,6500,Residential land / Plot,Devanahalli,7800000
23,2,2,1205,112,7219,Apartment,Horamavu,8700000
24,3,3,1612,150,6856,Apartment,Budigere Cross,8200000
25,0,0,1800,167,7778,Residential land / Plot,Hennur Road,14000000
26,3,3,1429,133,7067,Apartment,Kanaka Nagar,10100000
27,3,3,1704,158,7200,Apartment,Vijayanagar,12500000
28,3,3,1314,122,8371,Apartment,Kanakapura Road,11000000
29,4,4,4000,372,7500,Bedroom House,Chandapura,26000000
30,2,2,1100,102,6363,Apartment,Indira Nagar,7000000
31,0,0,2293,213,4361,Residential land / Plot,Sarjapur Road,10000000
32,2,2,1200,111,6000,Apartment,Hebbal,7200000
33,3,3,1645,153,6686,Apartment,Whitefield,11000000
34,3,3,1441,134,4718,Apartment,Sarjapur Road,6800000
35,0,0,2400,223,3000,Residential land / Plot,ITC Factory,7200000
36,3,3,800,74,16250,Bedroom House,RT Nagar,13000000
37,2,2,1090,101,8073,Apartment,Kanakapura Road,8800000
38,6,6,1200,111,15416,Bedroom House,T Dasarahalli,18500000
39,0,0,3000,279,3000,Residential land / Plot,Devanahalli,9000000
40,1,1,1800,167,8333,Bedroom House,Marathahalli,16000000
41,3,3,1750,163,5142,Apartment,Hebbal,9000000
42,2,2,1340,124,5223,Apartment,Kanakapura Road,7000000
43,2,2,1233,115,7299,Apartment,"Maruthi Nagar, Malleshpalya",9000000
44,3,3,1252,116,5990,Apartment,Doddanagamangala,7000000
45,0,0,1485,138,2246,Residential land / Plot,Kyalasanahalli,3200000
46,3,3,1325,123,5283,Apartment,Kengeri,6500000
47,3,3,1705,158,5278,Apartment,Yelahanka,9000000
48,3,3,1300,121,7615,Apartment,Nagarbhavi,9900000
49,0,0,2400,223,6000,Residential land / Plot,Byadarahalli,14400000
50,3,3,2505,233,11632,Bedroom House,Budigere Cross,34200000
51,5,5,1500,139,16666,Bedroom House,Kengeri Satellite Town Stage 2,25000000
52,2,2,950,88,6526,Apartment,Electronic City,6200000
53,3,3,1530,142,9281,Bedroom House,Mathikere,14200000
54,3,3,2300,214,9782,Apartment,Annapurneshwari Nagar,22500000
55,0,0,1200,111,9500,Residential land / Plot,Whitefield,11399999
56,3,3,1650,153,8484,Apartment,Jalahalli,13000000
57,0,0,1800,167,4200,Residential land / Plot,Abbigere,7559999
58,4,4,1200,111,12500,Bedroom House,Rajarajeshwari Nagar,15000000
59,6,6,1200,111,15833,Bedroom House,Surabhi Layout,19000000
60,2,2,940,87,4574,Apartment,Bommanahalli,4300000
61,5,5,2400,223,24750,Bedroom House,Kasturi Nagar,59400000
62,3,3,1500,139,5866,Apartment,Electronic City,8800000
63,14,14,1265,118,17786,Bedroom House,Hongasandra,22500000
64,6,0,1200,111,8500,Residential land / Plot,Banashankari Stage 6,10200000
65,3,3,1590,148,7547,Apartment,Hennur Road,12000000
66,8,0,1500,139,13333,Residential land / Plot,8th Phase JP Nagar,20000000
67,3,3,2119,197,11703,Apartment,JP Nagar,24800000
68,6,6,1200,111,6486,Bedroom House,Uttarahalli,24000000
69,5,5,1950,181,6071,Bedroom House,Banashankari Stage 3,42500000
70,0,0,7025,653,2989,Residential land / Plot,Sadahalli,21000000
71,2,2,1368,127,5482,Apartment,Kudlu Gate,7500000
72,2,2,1100,102,6781,Apartment,Cox Town,7459999
73,3,3,1600,149,7500,Apartment,9th Phase JP Nagar,12000000
74,2,2,1119,104,5272,Apartment,Kengeri Satellite Town,5900000
75,2,2,920,85,5217,Apartment,Rajapura,4800000
76,3,3,1725,160,5420,Apartment,Jakkur,9500000
77,2,2,1263,117,6730,Apartment,Thanisandra,8500000
78,2,2,746,69,5093,Apartment,Mallasandra,3800000
79,0,0,1200,111,6833,Residential land / Plot,Jakkur,8200000
80,2,2,959,89,6256,Apartment,Uttarahalli,5500000
81,2,2,1060,98,9433,Apartment,Jayanagar,10000000
82,3,3,1200,111,10000,Bedroom House,MS Pallya,12000000
83,3,3,2325,216,5376,Bedroom House,Chikka Tirupathi,12500000
85,6,6,3000,279,11666,Bedroom House,Jalahalli West,35000000
86,3,3,1241,115,5640,Apartment,Sri Balaji Krupa Layout,7000000
87,2,2,1375,128,5019,Apartment,Jakkur,6900000
88,6,6,5000,465,6400,Apartment,Yelahanka New Town,32000000
89,2,2,1307,121,6044,Apartment,Tata Nagar,7900000
90,2,2,1285,119,11673,Apartment,Varthur Road,14000000
91,2,2,1250,116,3840,Apartment,Ramamurthy Nagar,4800000
92,0,0,1300,121,6000,Residential land / Plot,Gollarapalya Hosahalli,7800000
93,4,4,1500,139,27666,Bedroom House,Malleshwaram,41500000
94,2,2,1122,104,5525,Apartment,Kalkere,6200000
95,4,4,1200,111,12000,Bedroom House,Tumkur Road,14400000
96,3,3,1450,135,4690,Apartment,JP Nagar,6800000
97,11,11,1350,125,18518,Bedroom House,Kothanur,25000000
98,0,0,2400,223,7300,Residential land / Plot,Upadhyaya Layout,17500000
99,2,2,1287,120,4817,Apartment,Rayasandra,6200000
100,3,3,2075,193,8000,Apartment,Kaikondrahalli,16600000
101,0,0,1199,111,2334,Residential land / Plot,Bisuvanahalli,2800000
102,7,7,5400,502,35185,Bedroom House,3rd Phase JP Nagar,1900000
103,3,3,65340,6070,1837,Bedroom Farm house,Bannerghatta,1200000
104,12,12,1360,126,8720,Bedroom House,Sahakara Nagar,45000000
105,3,3,2600,242,10346,Bedroom House,Attibele,24900000
106,3,3,2300,214,6304,Bedroom House,Jnanabharathi Layout,14500000
107,2,2,907,84,8820,Apartment,Kanakapura Road,8000000
108,2,2,1238,115,7269,Apartment,Jayamahal,9000000
109,8,8,1800,167,9444,Bedroom House,"NRI Layout,Ramuthy nagar",17000000
110,3,3,1700,158,4648,Apartment,Whitefield,7900000
111,3,3,1239,115,5972,Apartment,Sarjapur Road,7400000
112,2,2,814,76,5159,Apartment,Tumkur Road,4200000
113,2,2,1340,124,7462,Apartment,Nandi Durga Road,10000000
114,4,4,2600,242,10000,Apartment,Cooke Town,32500000
115,12,12,3000,279,10000,Bedroom House,Electronic City,30000000
116,2,2,1160,108,5344,Apartment,Tejaswini Nagar,6200000
117,2,2,901,84,7103,Apartment,Kanakapura,6400000
118,3,3,1575,146,6000,Apartment,Devarachikkanahalli,9500000
119,2,2,1261,117,6582,Apartment,Yelahanka New Town,8300000
120,3,3,1117,104,9846,Apartment,Hosahalli,11000000
121,3,3,1345,125,5947,Apartment,Sahakara Nagar,8000000
122,2,2,1150,107,7826,Apartment,Domlur,9000000
123,3,3,1590,148,8176,Apartment,Hennur Road,13000000
124,3,3,2012,187,11182,Apartment,HBR Layout,22500000
125,2,2,1270,118,5511,Apartment,Yelahanka,7000000
126,3,3,1200,111,11666,Apartment,Koramangala,14000000
127,3,3,1650,153,7575,Apartment,Sampangi Rama Nagar,12500000
128,0,0,1500,139,2500,Residential land / Plot,IVC Road,3900000
129,2,2,1130,105,8584,Apartment,Bannerghatta Road,9700000
130,2,2,1004,93,7238,Bedroom House,Horamavu,7600000
131,0,0,1200,111,6916,Residential land / Plot,Gattahalli,8300000
132,3,3,4000,372,20000,Bedroom House,VV Puram,70000000
133,0,0,3293,306,1750,Residential land / Plot,Nelamangala,5763000
134,2,2,1038,96,2890,Apartment,Bommanahalli,3000000
135,3,3,1320,123,4469,Apartment,Hoodi,5900000
136,4,4,2000,186,8750,Bedroom House,Kaggadasapura,17500000
137,2,2,1000,93,10900,Apartment,Near International Airport,10900000
138,3,3,2045,190,7579,Apartment,Kothanur,15500000
139,3,3,1335,124,6516,Apartment,Kodihalli,8700000
140,2,2,1082,101,5914,Apartment,Mallasandra,6400000
141,0,0,1500,139,2500,Residential land / Plot,Kanakapura Road,3750000
142,13,13,1200,111,20000,Bedroom House,Belathur,25000000
143,2,2,1200,111,12500,Bedroom House,Naganathapura,15000000
144,3,3,1520,141,3618,Apartment,Near International Airport,5500000
145,3,3,1197,111,4177,Apartment,Chandapura,5000000
146,0,0,1200,111,19583,Residential land / Plot,Rajajinagar,23500000
147,3,3,1140,106,5439,Bedroom House,Sunkadakatte,6200000
148,2,2,940,87,9255,Apartment,Mysore Road,8700000
149,4,4,2879,267,9725,Bedroom House,Jeevan bima nagar,28000000
150,2,2,1130,105,6283,Apartment,EPIP Zone,7100000
151,0,0,3600,334,10000,Residential land / Plot,Kasavanhalli,36000000
152,7,7,1200,111,20754,Bedroom House,KR Puram,22000000
153,9,9,2250,209,6888,Apartment,Teachers Colony,15500000
154,4,4,2180,203,8211,Bedroom House,Hessarghatta,17900000
155,0,0,2400,223,4500,Residential land / Plot,Yelahanka,10800000
156,2,2,1050,98,4190,Apartment,Hosa Road,4400000
157,2,2,711,66,4153,Apartment,Chandapura,2550000
158,3,3,1200,111,7500,Bedroom House,Bendiganahalli,9000000
159,9,9,2950,274,7796,Bedroom House,Hennur Bande,23000000
160,3,3,1879,175,6386,Apartment,Yelahanka New Town,12000000
161,2,2,1330,124,4360,Apartment,BTM 1st Stage,5800000
162,0,0,1976,184,4554,Residential land / Plot,Devanahalli,9000000
163,0,0,1326,123,5279,Residential land / Plot,KR Puram,7000000
164,2,2,1135,105,5726,Apartment,Yelahanka,6500000
165,2,2,1070,99,5794,Apartment,Yelahanka,6200000
166,2,2,1115,104,5829,Apartment,Yelahanka,6500000
167,0,0,1200,111,3750,Residential land / Plot,Anekal,4500000
168,3,3,1340,124,5000,Apartment,Uttarahalli,6700000
169,0,0,1165,108,6437,Residential land / Plot,Kothanur,7500000
170,4,4,1260,117,23809,Bedroom House,Amarjyothi Colony,30000000
171,3,3,1600,149,25000,Bedroom House,Sudhama Nagar,33300000
172,1,1,780,72,6153,Apartment,Jalahalli East,4800000
173,1,1,1876,174,4550,Bedroom House,Rajarajeshwari Nagar,8500000
174,2,2,1135,105,4405,Apartment,Hoodi,5000000
175,0,0,1200,111,3500,Residential land / Plot,Hoskote,4200000
177,3,3,1410,131,6028,Apartment,Thirumenahalli,8500000
178,4,4,4400,409,7045,Bedroom House,Rajarajeshwari Nagar,31000000
179,6,6,1215,113,27160,Bedroom House,Indira Nagar Stage 2,33000000
180,3,3,1515,141,4950,Apartment,Yelahanka,7000000
181,3,3,1360,126,6029,Apartment,Vidyaranyapura,8200000
182,3,3,1645,153,15197,Apartment,Rayasandra,25500000
183,0,0,5500,511,1098,Residential land / Plot,Sarjapur Road,6040000
184,2,2,1014,94,9500,Apartment,Banashankari Stage I,9500000
185,1,1,500,46,7200,Apartment,Thirupalya,3600000
186,2,2,1025,95,8292,Apartment,Kasturi Nagar,8200000
187,14,14,2660,247,13533,Bedroom House,Horamavu Agara,36000000
188,3,3,1500,139,4533,Apartment,Whitefield,6800000
189,0,0,1158,108,10276,Residential land / Plot,New Thippasandra,11900000
190,2,2,1265,118,6956,Apartment,8th Phase JP Nagar,8800000
191,3,3,1187,110,3538,Apartment,Doddaballapur Road,4200000
192,0,0,1500,139,5300,Residential land / Plot,Byrathi Village,8000000
193,2,2,1187,110,5897,Apartment,Nelamangala,7000000
194,4,4,2427,225,10506,Apartment,Thanisandra Main Road,25500000
195,3,3,1675,156,8059,Apartment,HSR Layout,13500000
196,0,0,3000,279,3200,Residential land / Plot,Hegganahalli,9600000
197,0,0,2100,195,10000,Residential land / Plot,"SBI Colony, Devarachiknahalli, Bommanahalli",21000000
198,3,3,1496,139,4812,Apartment,"Yelahanka, Bangalore",7200000
199,2,2,900,84,5777,Apartment,BEL Road,5200000
200,8,0,1600,149,9562,Residential land / Plot,8th Phase JP Nagar,15300000
201,0,0,4800,446,7166,Residential land / Plot,Srirampura,34000000
202,2,2,1270,118,7086,Bedroom House,Banjara Layout,9000000
203,3,3,2380,221,6302,Apartment,Yelahanka,15000000
205,0,0,40000,3716,500,Residential land / Plot,Devanahalli,20000000
206,7,7,1382,128,14327,Bedroom House,Hongasandra,19800000
207,0,0,2915,271,2750,Residential land / Plot,Machohalli,8000000
208,2,2,1200,111,6250,Apartment,BTM 2nd Stage,7500000
209,3,3,1610,150,8074,Apartment,Talacauvery Layout,13000000
210,2,2,1050,98,13181,Bedroom House,RT Nagar,14000000
211,2,2,1016,94,6889,Apartment,Mathikere,7000000
212,3,3,3490,324,11460,Bedroom House,Kengeri,40000000
213,3,3,1573,146,6675,Apartment,Sarjapur Road,10500000
214,2,2,1172,109,3839,Apartment,Hallehalli,4500000
215,2,2,1055,98,6445,Apartment,Dodda Nekkundi,6800000
216,3,3,1520,141,5592,Apartment,Banashankari,8500000
217,3,3,1435,133,15500,Apartment,Koramangala,15500000
218,2,2,1275,118,8372,Apartment,Dodda Nekkundi,9000000
219,3,3,1370,127,6496,Apartment,LB Shastri Nagar,8900000
220,3,3,1670,155,5209,Apartment,Kadugodi,8700000
221,2,2,875,81,4914,Apartment,Sneha Colony,4300000
222,2,2,1283,119,5845,Apartment,Marathahalli,7500000
223,3,3,1426,132,5555,Apartment,Hebbal Kempapura,9000000
224,0,0,1200,111,1875,Residential land / Plot,Chikka Tirupathi,2250000
225,2,2,1258,117,5962,Apartment,Sarjapur Road,8300000
226,3,3,1502,140,6591,Apartment,KR Puram,9900000
227,2,2,1000,93,5000,Apartment,Chikkabanavar,5000000
228,3,3,1815,169,9917,Apartment,Dollars Colony,18000000
229,2,2,1260,117,6715,Apartment,Hennur Road,7000000
230,2,2,989,92,6572,Apartment,Narayana Nagar 1st Block,6500000
231,2,2,1150,107,6260,Apartment,BEL Road,7300000
232,2,2,814,76,5528,Apartment,Peenya,4500000
233,9,9,4600,427,5434,Apartment,Kadubeesanahalli,25000000
234,2,2,1395,130,6308,Apartment,Devi Nagar,8800000
235,2,2,1450,135,10482,Apartment,Ambedkar Colony,15200000
236,2,2,928,86,5172,Apartment,Anantapuram,4800000
237,2,2,900,84,3666,Apartment,Kirloskar Layout,3300000
238,3,3,1488,138,5040,Apartment,Kumarapalli,7500000
239,0,0,10800,1003,4200,Residential land / Plot,Kaggalipura,45000000
240,0,0,1200,111,4333,Residential land / Plot,Varthur,5200000
241,2,2,1305,121,4980,Apartment,Bannerghatta Road,6500000
242,2,2,1010,94,6039,Apartment,Channasandra Layout,5700000
243,0,0,2400,223,8400,Residential land / Plot,Sir M Vishweshwaraiah layout,20000000
244,3,3,1400,130,8000,Apartment,Murugeshpalya,10000000
245,0,0,1200,111,4100,Residential land / Plot,Chandapura,4920000
246,3,3,1540,143,4546,Apartment,Amruthahalli,7000000
247,3,3,1250,116,6560,Apartment,TC Palaya,8200000
248,0,0,960,89,11650,Residential land / Plot,Singasandra,11200000
249,3,3,2400,223,11458,Bedroom House,Hanuma Reddy Layout,27500000
250,2,2,1166,108,7718,Apartment,Benson Town,9000000
251,2,2,872,81,5504,Apartment,Dasarahalli,4800000
252,2,2,870,81,6034,Apartment,Yelahanka,5250000
253,3,3,1100,102,4181,Apartment,TC Palaya,4600000
254,3,3,844,78,7938,Apartment,Sarjapur,6700000
256,2,2,1005,93,7761,Apartment,HBR Layout,7800000
257,3,3,1500,139,4676,Bedroom House,Sidihosakote,8500000
258,0,0,3690,343,2800,Residential land / Plot,Electronic City,10100000
259,2,2,1075,100,5209,Apartment,Sector 2 HSR Layout,5600000
260,2,2,1500,139,10333,Apartment,Ulsoor,15500000
261,4,4,2414,224,5178,Apartment,Arekere,12500000
262,4,4,4607,428,12915,Bedroom House,Budigere Cross,59500000
263,0,0,3000,279,3000,Residential land / Plot,Attibele,9000000
264,12,12,5100,474,9803,Bedroom House,Panduranga Nagar,50000000
265,2,2,902,84,4756,Apartment,Kengeri,4290000
266,2,2,1200,111,3750,Apartment,Sarjapur,4500000
267,3,3,1596,148,5639,Apartment,Jalahalli,9000000
268,3,3,1350,125,5185,Apartment,Doddagubbi,7000000
269,6,0,1350,125,11111,Residential land / Plot,6th Block Rajaji Nagar,15000000
270,2,2,1094,102,8683,Apartment,Sun City Layout,9500000
271,3,3,1276,119,7053,Apartment,Frazer Town,9000000
272,3,3,1750,163,4114,Apartment,Ramamurthy Nagar,7200000
273,3,3,1650,153,5151,Apartment,Sompura,8500000
274,2,2,1170,109,8120,Apartment,Sahakara Nagar,9500000
275,6,6,1380,128,23550,Bedroom House,Sahakara Nagar,27500000
276,3,3,1032,96,5329,Apartment,Sree Narayana Nagar,5500000
277,14,14,1200,111,14583,Bedroom House,Electronic City,17500000
278,0,0,7623000,708200,500,Residential land / Plot,Nandi Hills,38115000
279,0,0,1843,171,2441,Residential land / Plot,Kammanahalli,4500000
280,3,3,1200,111,20000,Bedroom House,Banashankari Stage 6,24000000
281,0,0,1550,144,2350,Residential land / Plot,Hoskote,3642000
282,2,2,886,82,3724,Apartment,Chandapura,3300000
283,0,0,14400,1338,6000,Residential land / Plot,Abbigere,86400000
284,2,2,900,84,6111,Apartment,Horamavu Agara,5500000
285,4,4,4000,372,8125,Apartment,Kasturi Nagar,32500000
286,11,11,1200,111,25000,Bedroom House,Nataraja Layout,30000000
287,2,2,887,82,3720,Apartment,Chandapura,3300000
289,4,4,5090,473,11787,Apartment,Sadashiva Nagar,60000000
290,3,3,1850,172,9730,Apartment,Begur Road,17500000
291,0,0,1200,111,1800,Residential land / Plot,Jigani,2160000
292,2,2,995,92,4020,Apartment,Bommasandra,3800000
293,3,3,1327,123,4898,Apartment,Himagiri Meadows,6000000
294,0,0,4200,390,45238,Residential land / Plot,Raj Mahal Vilas Extension,1900000
295,3,3,2700,251,5111,Bedroom House,Banashankari Stage 6,13799999
296,2,2,1200,111,5167,Apartment,Vijay Nagar,6900000
297,4,4,3586,333,9481,Apartment,Kanaka Nagar,34000000
298,2,2,1080,100,8333,Apartment,Dollars Colony,9000000
299,7,7,900,84,21111,Bedroom House,Mahaganapathi Nagar,19000000
300,8,8,1200,111,16500,Bedroom House,Naganathapura,18500000
301,0,0,5076,472,4000,Residential land / Plot,Sarjapur Road,20299999
302,3,3,1399,130,6075,Apartment,Sahakara Nagar,8500000
303,0,0,2100,195,3500,Residential land / Plot,Byrathi Village,7350000
304,2,2,953,89,5246,Apartment,Doddathoguru,5850000
305,0,0,1800,167,5666,Residential land / Plot,K Channasandra,10200000
306,2,2,800,74,4375,Apartment,9th Phase JP Nagar,3500000
307,3,3,1510,140,10596,Apartment,Garebhavipalya,16000000
308,3,3,1558,145,6740,Apartment,Vinayak Nagar,10500000
309,3,3,2400,223,9166,Bedroom House,Sabari Nagar,22000000
310,2,2,1270,118,5906,Apartment,Yelahanka,7500000
311,2,2,2080,193,7932,Apartment,Kanakapura Road,16500000
312,3,3,1500,139,4166,Bedroom House,Hessarghatta,12500000
313,2,2,900,84,4333,Apartment,Anekal,3900000
314,2,2,1297,121,8018,Apartment,Tumkur Road,10400000
315,4,4,2700,251,32000,Bedroom House,1st Block Koramangala,86400000
316,2,2,1241,115,6688,Apartment,Thanisandra,8300000
317,5,5,2800,260,15555,Bedroom House,CV Raman Nagar,70000000
318,0,0,1500,139,8600,Residential land / Plot,"HARALUR VILLAGE, VARTHUR HOBLI",13000000
319,2,2,1405,131,4412,Apartment,Billekahalli,6200000
320,2,2,1160,108,5172,Apartment,7th Phase JP Nagar,6000000
321,2,2,1000,93,6500,Apartment,Chikkalasandra,6500000
322,2,2,1333,124,9752,Apartment,Kadubeesanahalli,13000000
323,2,2,1074,100,7076,Apartment,Mysore Road,7600000
324,3,3,1808,168,10785,Apartment,Devarabisanahalli,19500000
325,7,7,2200,204,19545,Bedroom House,Magadi Road,43000000
326,2,2,1098,102,7741,Apartment,Thanisandra,8500000
327,3,3,1065,99,7042,Apartment,Yelahanka,7500000
328,0,0,1500,139,5000,Residential land / Plot,Devanahalli,7500000
329,3,3,1250,116,4000,Apartment,BSF STS MAIN ROAD,5000000
330,3,3,2522,234,9714,Apartment,Banashankari,24500000
331,0,0,2400,223,10000,Residential land / Plot,BCC Layout,24000000
332,0,0,3822,355,7000,Residential land / Plot,Dommasandra,27500000
333,2,2,1170,109,8119,Apartment,Sahakara Nagar,9500000
334,3,3,1773,165,8888,Apartment,Jakkur,12000000
335,2,2,1324,123,6948,Apartment,Arekere,9200000
336,0,0,5200,483,4134,Residential land / Plot,Horamavu Agara,21500000
337,3,3,3771,350,10076,Apartment,Hebbal,38000000
338,3,3,1600,149,5625,Apartment,Peenya,9000000
339,3,3,1295,120,6177,Apartment,Annasandrapalya Extension,8000000
340,6,6,1603,149,22457,Bedroom House,Kumaraswamy Layout,33500000
341,0,0,1500,139,6000,Residential land / Plot,Doddanagamangala,9000000
342,2,2,1163,108,5331,Apartment,Dasanapura,6200000
343,5,5,600,56,21666,Bedroom House,Jakkur,13000000
344,2,2,1325,123,4600,Apartment,Whitefield,6095000
345,4,4,600,56,21666,Bedroom House,Ullal Road,13000000
346,2,2,1140,106,5964,Apartment,Whitefield,6800000
347,3,3,1500,139,6600,Apartment,BTM Layout,9900000
348,3,3,1800,167,10277,Apartment,Banashankari Stage 2,18500000
349,2,2,1170,109,5769,Apartment,Kodigehalli,6600000
350,3,3,1695,157,3952,Apartment,Doddathoguru,6700000
351,3,3,6800,632,4500,Bedroom House,Kadabagere,37500000
352,3,3,2400,223,8333,Bedroom House,Cooke Town,20000000
353,12,12,2400,223,14375,Bedroom House,Vidyaranyapura,31500000
354,2,2,1120,104,5178,Apartment,Vidyaranyapura,5500000
355,0,0,2150,200,13500,Residential land / Plot,Domlur,29000000
356,4,4,4332,402,11842,Apartment,4th Phase JP Nagar,51300000
357,2,2,1255,117,7968,Apartment,Kasavanhalli,10000000
358,2,2,1020,95,4313,Apartment,Begur,4400000
359,0,0,1200,111,5800,Residential land / Plot,Sambhram Academy of Management studies,6959999
360,3,3,1569,146,7648,Apartment,Hegde Nagar,12000000
361,3,3,2000,186,4250,Apartment,Byrasandra,8500000
362,5,5,1200,111,11666,Bedroom House,Ashraya Layout,14000000
363,3,3,1900,177,4736,Apartment,Bommanahalli,9000000
364,0,0,1200,111,5750,Residential land / Plot,Near International Airport,6900000
365,3,3,1420,132,5422,Apartment,5th Phase JP Nagar,7700000
366,3,3,1448,135,6215,Apartment,Yelahanka,9000000
367,4,4,1200,111,22916,Bedroom House,BCC Layout,25000000
368,3,3,1555,144,3857,Bedroom House,Dodda Hagade,5999000
369,0,0,2045,190,2444,Residential land / Plot,Dyavarahalli,5000000
370,2,2,1010,94,5148,Apartment,Sarvabhouma Nagar,5200000
371,0,0,1224,114,6988,Residential land / Plot,Bhuvaneswari Nagar,8554000
372,0,0,1453,135,2800,Residential land / Plot,Siddhi Vinayak Greens,4068000
373,3,3,1400,130,4642,Apartment,Medahalli,6500000
374,2,2,850,79,6470,Apartment,Anekal,5500000
375,0,0,2720,253,13000,Residential land / Plot,Dodda Nekkundi,35400000
376,3,3,850,79,8823,Apartment,Dommasandra,7500000
377,1,1,595,55,10504,Apartment,Yelahanka,6250000
378,0,0,2400,223,8500,Residential land / Plot,KPC Layout,20400000
379,2,2,1035,96,4251,Apartment,Kurudusonnenahalli,4400000
380,1,1,960,89,17187,Bedroom House,Jakkur,16500000
381,0,0,1200,111,1000,Residential land / Plot,Narasapura,1200000
382,3,3,1405,131,4625,Apartment,Singena Agrahara,6500000
383,0,0,1260,117,13000,Residential land / Plot,Padmanabhanagar,16399999
384,0,0,1200,111,3500,Residential land / Plot,Anekal,4200000
385,3,3,2137,199,6738,Apartment,Dasarahalli,14400000
386,2,2,1090,101,5963,Apartment,Chelekare,6500000
387,0,0,4000,372,4425,Residential land / Plot,Harappanahalli,17700000
388,2,2,901,84,4328,Apartment,Anekal,3900000
389,3,3,1702,158,8519,Apartment,Tumkur Road,14500000
390,0,0,2100,195,4523,Residential land / Plot,Maragondanahalli,9500000
391,2,2,1060,98,4245,Apartment,Gollarapalya Hosahalli,4500000
392,3,3,2470,229,6882,Apartment,Basavangudi,17000000
393,2,2,1150,107,4782,Apartment,Rajarajeshwari Nagar,5500000
394,2,0,15490,1439,6132,Residential land / Plot,BTM 2nd Stage,95000000
395,0,0,1400,130,3285,Residential land / Plot,Gulakamale,4600000
396,2,2,1080,100,5833,Apartment,Ramamurthy Nagar,6300000
397,3,3,1793,167,5131,Apartment,Bellandur,9200000
398,0,0,2283,212,3285,Residential land / Plot,Hemmigepura,7500000
399,2,0,2400,223,3125,Residential land / Plot,Electronic City Phase 2,7500000
400,2,2,1008,94,6448,Apartment,Sanjay nagar,6200000
401,3,3,2089,194,7228,Apartment,Hennur,14900000
402,0,0,735,68,6530,Residential land / Plot,Battarahalli,4800000
403,0,0,1500,139,1600,Residential land / Plot,Hoskote,2400000
404,2,2,900,84,6222,Apartment,Padmanabhanagar,5600000
405,2,2,764,71,11125,Apartment,Old Madras Road,8500000
406,0,0,3562,331,2105,Residential land / Plot,Kugur,7500000
407,3,3,1255,117,6294,Apartment,Banashankari,7900000
408,2,2,1500,139,14333,Apartment,Cunningham Road,21500000
409,2,2,1200,111,5000,Apartment,Singasandra,5400000
410,1,1,650,60,7692,Apartment,Sonnenahalli,5000000
411,2,2,1264,117,6500,Apartment,Rustam Bagh Layout,6600000
412,3,3,1681,156,14863,Apartment,Jyotipuram,25000000
413,2,2,1171,109,7344,Apartment,Old Madras Road,8600000
414,0,0,1500,139,2267,Residential land / Plot,Electronic City,3400000
415,6,6,3200,297,15625,Bedroom House,Judicial Layout,50000000
416,3,3,1380,128,5072,Apartment,"Bhuvaneshwari Nagar, NH7",7000000
417,2,2,1100,102,5000,Apartment,"Bhuvaneshwari Nagar, NH7",5500000
418,3,3,1150,107,5739,Apartment,Devanahalli,6600000
419,3,3,1325,123,3735,Apartment,Bommasandra,4950000
420,1,0,1200,111,2500,Residential land / Plot,Electronics City Phase 1,3000000
421,0,0,800,74,3125,Residential land / Plot,Valepura,2500000
422,5,5,800,74,17500,Bedroom House,Narayana Nagar 2nd Block,14000000
423,0,0,1200,111,1650,Residential land / Plot,Chikka Tirupathi,1980000
424,2,2,770,72,5584,Apartment,Electronics City Phase 1,4300000
425,0,0,1014,94,2399,Residential land / Plot,Jigani,2433000
426,2,2,1309,122,7448,Apartment,Bellandur,9200000
427,3,3,1380,128,4710,Apartment,"Bhuvaneswari Nagar, NH7",6500000
428,2,2,620,58,3548,Apartment,Anekal,2200000
429,4,4,2894,269,8500,Bedroom House,Off Sarjapur Road,24600000
430,5,5,1860,173,6935,Bedroom House,Kattigenahalli,12900000
